Restaurant,cleaned_text
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,food served taste amazing although could little pricey comfortable restaurant meal family friend well trained worker polite waiter
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,food ok try
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,yummy food good service
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,good place bit pricey
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,st time lunch bit crowded met good waiter serve u good seat give u good suggestion food ordering environment bit noisy clean food served fast nice like sour noodle among price bit high worth service team work among waiter good
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,price expensive expected remembered increased price year apparently average set meal least rm come small bowl soup two small side dish one dessert price expensive expected remembered increased price year apparently average set meal least rm come small bowl soup two small side dish one dessert taste wise ok salty oily would recommend fried mushroom except flour crust outside mushroom tasteless mushroom seasoning marinated frying
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,taiwanese cuisine braised pork rice beef noodle soup
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,food excellent especially taiwanese chicken chop succulent juicy sweet potato ball also recommended managed retain natural sweetness sweet potato oily food food excellent especially taiwanese chicken chop succulent juicy sweet potato ball also recommended managed retain natural sweetness sweet potato oily food pricier side amounting around rm per head overall excellent food service worth every cent highly recommended
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,little customer sunway pyramid branch waited half hour drink serve half hour new customer came drink served lousy service less customer staff seem care
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,large portion set meal serving
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,taste normal bad service waiter rush clean table even customer finish food yet cant make payment credit card dissapointed
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,price high side serve amazing food service great set meal come huge portion note accept cash payment inconvenient major downside
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,favourite rice wine mee sua
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,translated google pig foot soft meat harder bone broken eating time newly filled teeth lose corner translated google pig foot soft meat harder bone broken eating time newly filled teeth lose corner service bad pork knuckle rice served fried squid salty crisp chicken green onion fried chicken eaten call pork knuckle rice good dining experience suggest order food original
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,like food much best taiwanese food town
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,excellent food decent ambience expensive portion good quality food usually good caution side dish make sure fresh yesterday left over
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,translated google service poor took minute order food come find missed order translated google service poor took minute order food come find missed order original service order
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,translated google come choose eat sesame oil chicken noodle noodle cucumber side dish delicious side dish need improve translated google come choose eat sesame oil chicken noodle noodle cucumber side dish delicious side dish need improve original improve
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,yummy food good service
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,recommended taiwanese cuisine taste yummy priced high
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,food good however limited choice drink
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,translated google really taiwanese flavor delicious translated google really taiwanese flavor delicious original
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,fried squid bit cooked
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,typical taiwanese food pricey good service saniziter dining chair n table customer leave
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,establishment like place food served supposed least good money paid excellent accompanying image show piece chicken put away rubbery burnt eat establishment like place food served supposed least good money paid excellent accompanying image show piece chicken put away rubbery burnt eat chew without making huge effort avoid ordering chicken chop rice set number menu good thing good soup average vegetable decent braised meat
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,pricey
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,fong lye outlet avoided using lower quality rice wet mushy pathetic cut cost please go outlet garden klcc still good last week
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,expensive
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,good service
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,serf taiwanese chinese dish snack located next putien usual place crowded food good however place accepts cash world going cashless debit card electronic payment think need change
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,food price average may due big food portion small eater may want share meal ordered cheese pork chop rice egg fluffy soft fried rice well fried fragrant highly recommended staff attentive friendly
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,one favourite restaurant go need comfy place good meal
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,bit pricy justified shop location food tasty portion nice pax might little stomach bit pricy justified shop location food tasty portion nice pax might little stomach friendly staff nice ambient bad cash term
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,absolutely loved former rich thick broth satisfying latter really well done scrambled egg top set came delicious small appetiser side dish came generous portion relatively inexpensive boot definitely come back
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,food good fast service waiter noisy
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,dish make feel like staying taiwan
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,nice environment friendly staff food delicious always full house whenever weekend hope portion increase abit
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,good food cash term
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,taiwanese food friendly kid
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,translated google high price worth original
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,pricey
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,food taste quality terrible compared previous visit probably would visiting
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,good place menu lot choose though
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,good environment decent taiwanese food nothing much little pricy
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,felt disappointed standard dropped favourite dish san bei ji cup chicken maintained previous standard chicken well flavored much gravy coated chicken furthermore accept cash term
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,sweet potato always best others stuff menu hmm well thats spoke
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,nice place
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,beef braised beef noodle shriveled tough flavour still okay meat disappointment still good ambiance meal seem fine
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,taste decent little mild side dish arranged set little difficult sample different thing without ordering combo taste decent little mild side dish arranged set little difficult sample different thing without ordering combo ordered quite dish sample one soup tasted bland another little salty wine chicken sliced beef delicious portion seemed little small price paying minced meat rice quite forgettable accurate representation taiwanese food frankly
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,felt disappointed standard dropped favourite dish san bei ji cup chicken maintained previous standard chicken well flavored much gravy coated chicken furthermore accept cash term
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,food nice good service
Awesome Canteen,like cake coffee tried couple burger really find anything really special
Awesome Canteen,lot food offering cake kombucha
Awesome Canteen,good tasting food portion bit small larger eater
Awesome Canteen,know visit place often like every time astounded good food good fact going photo realise always chow food camera get best know visit place often like every time astounded good food good fact going photo realise always chow food camera get best place town feel like going carbless paleo option available lovee beef patty would go paleo good day bad one eat cheeseburger anytime day extra fry please atmosphere without doubt awesome love small get togethers party set buffet food party everything good even big portion still remember taste fish burger slider bbq chicken even though stuffed spaghetti tasted good full stomach mean awesomely awesome love way good using ingredient best ability great blending taste make food taste different yet delicious hat also kitchen staff floor staff always friendly helpful
Awesome Canteen,tailor make pride best tailor tinker tinker beside mend old kettle like
Awesome Canteen,food take long enjoyed beef much
Awesome Canteen,interesting place canteen style
Awesome Canteen,love food coffee pretty good place gathering makan
Awesome Canteen,place stark contrast typical seapark food place beautifully renovated love lighting lovely chair table look together plant placed outside shop look healthy making place stark contrast typical seapark food place beautifully renovated love lighting lovely chair table look together plant placed outside shop look healthy making place feel homely ceiling also appears tall providing expansive expensive feeling large glass window allows lot natural light enter premise menu rather extensive asian western fusion food fish tasted fresh juicy nice bit oil time price slightly pricer compared price food seapark fair compared similar cafe e g fatspoon table apron portion size service good
Awesome Canteen,three time already food great portion large
Awesome Canteen,food taste normal slightly expensive nice ambience
Awesome Canteen,serve western food cafe cake price pretty standard compared caf joint
Awesome Canteen,lovely place afternoon business meeting noisy parking avaliability acceptable
Awesome Canteen,communal dining experience staff friendly helpful curry rice think pretty ordinary
Awesome Canteen,nice comfy place dine cup coffee got ta love aglio olio kitchen open pm
Awesome Canteen,sashimi rice curry risotto
Awesome Canteen,paleo chicken burger awesome
Awesome Canteen,good place stop cuppa good environment cozy feeling
Awesome Canteen,chic restaurant vintage georgetown like atmosphere food healthy tasty worth price also like fact restaurant provide many good magazine read
Awesome Canteen,like going cafe melbourne great coffee individual style cosy place catch friend
Awesome Canteen,love food particular paleo inspired meal good menu friendly staff nostalgic setting great family meal
Awesome Canteen,carbonara bland fettuccine overcook grilled chicken believe pre grill reheated dry carbonara used nice coffee still good tho
Awesome Canteen,love place food coffee
Awesome Canteen,food bad bit pricey
Awesome Canteen,multiple choice type food pleasant atmosphere food ok follows sop people coming multiple choice type food pleasant atmosphere food ok follows sop people coming make booking person comply sop seating arrangement
Awesome Canteen,quite nice place hang may get lil noisy alot people food good enjoyed soba fish hope drop future try food menu
Awesome Canteen,delicious food excellent service
Awesome Canteen,try salmon toastie good
Awesome Canteen,chocolate salted caramel cooky cake sold awesome
Awesome Canteen,nice food fan sitting stool though
Awesome Canteen,staff friendly sop strictly followed waiting time food abit long still acceptable food nice chicken breast soft enough really taste awesome however table customer staff friendly sop strictly followed waiting time food abit long still acceptable food nice chicken breast soft enough really taste awesome however table customer noisy quite disturbing annoying people planned nice chill dinner hope maybe staff give little advice customer like next time
Awesome Canteen,place never notice pass everyday place look normal surprise good choice fusion food pick good place visit try
Awesome Canteen,food hot drink satisfying saturday pm full house yet finding parking challenging ordered ice long black ice chocolate later taste fine instagrammable look like milo ice kopi kosong back
Awesome Canteen,grilled chicken really good burger dry cake dry latte milky rich lack coffee kick
Awesome Canteen,food fine best area
Awesome Canteen,decent food coffee served portion slightly smaller compare price charge
Awesome Canteen,staff friendly able sit instagrammable area wall green table people first visit went pm much customer inside order staff friendly able sit instagrammable area wall green table people first visit went pm much customer inside order counter drink latte bad matcha food fried dumpling cooked nice give try fettuccine grill chicken nicer pasta
Awesome Canteen,eating ordering delivery awesome canteen past year sad say food quality dropped wedge ordered properly cooked veggie burger good compared even gyoza eating ordering delivery awesome canteen past year sad say food quality dropped wedge ordered properly cooked veggie burger good compared even gyoza poor hope improve quality consistency
Awesome Canteen,dropped lunch saturday great food coffee decent service kitten curry risotto onsen egg latte rm certainly cheap quality food nice ambience wifi good brought laptop got work done
Awesome Canteen,healthy variety good service creative menu
Awesome Canteen,food normal portion normal price overrated person ordered main course waiter serve u main course others main course missing another table arrived food normal portion normal price overrated person ordered main course waiter serve u main course others main course missing another table arrived u also got food serve guest kitchen might left order checked waiter others main course come
Awesome Canteen,like food ordered tofu salad grilled chicken
Awesome Canteen,fish chip ediblethe rest hand
Awesome Canteen,ordered grab got cancelled around min even though driver even get call restaurant
Awesome Canteen,good food worth portion definitely come back
Awesome Canteen,well quite pricy enough portion japanese curry rice boring salty please go food menu better choose like environment reading material prepared perhaps chinese book future
Awesome Canteen,fashionable cafe coffee food quality good
Awesome Canteen,fusion style cafe feel overprice
Awesome Canteen,food ok saw rat running around
Awesome Canteen,delicious food price bit higher average
Awesome Canteen,pls try matcha drink
Awesome Canteen,tried chicken beef melt burger good prefer chicken one friendly staff reasonable price good quality food would come back
Awesome Canteen,awesome food msg healthy ingredient lot choice family single
Awesome Canteen,life name awesome food awesome service awesome ambience awesome
Awesome Canteen,nice food atmosphere
Awesome Canteen,environment good high noise level food average
Awesome Canteen,tried ethiopia costa rica bean rich aromatic though personal preference definitely cr acidic kick food good cempedak cake pleasant surprise got ta order every visit
Awesome Canteen,interesting owner run community oriented thematic restaurant young vibrant energetic full idea willing go extra mile could see feel passion every corner eatery every object seems interesting owner run community oriented thematic restaurant young vibrant energetic full idea willing go extra mile could see feel passion every corner eatery every object seems extention heart content marvellous food tasty yummy creative presentation go event
Awesome Canteen,food overrated nothing expected dessert nice think well
Awesome Canteen,place opened cny ordered burger sandwich let eat comment later burger taste good place opened cny ordered burger sandwich let eat comment later burger taste good turkey sandwich rather tough cut
Awesome Canteen,much choice menu noisy packed
Awesome Canteen,overall taste food ok salad please add dressing dry pasta good coffee good affordable price
Awesome Canteen,cempedak slice bliss perfect sweetness moist level coffee good felt customer service organised enough taking little long crowd
Awesome Canteen,chicken patty juicy melaka sugar pandan flavoured chiffon cake yummy overall good
Awesome Canteen,price okay food got pricey cheap well price serve excellent food amazing coffee
Awesome Canteen,appreciate note effort kitchen waitress serve many table lunch hour wait really way long hour u served lunch time many customer appreciate note effort kitchen waitress serve many table lunch hour wait really way long hour u served lunch time many customer making noise think dish merely cutting raw fish slice preparing egg compensated free dessert feel also lost star food taste exceptional decent sorry guy noticed worked extremely hard price cheap feel worth money
Awesome Canteen,delicious cake coffee environment simple spacious jovial non chatty staff good catching friend like attached gallery nice social piece cafe photo op green place curious try food one day
Awesome Canteen,food okay environment good instagram
Awesome Canteen,highly recommend cozy cafe decently priced good food run lovely sister
Awesome Canteen,latte coffee come hour coffee presented without saucer sugar price pay expected better
Awesome Canteen,good food service portion pretty large sized insta worthy forgot photograph looked tasty ambience brings sense nostalgia old school school canteen albeit ac comfort come especially big breakfast
Awesome Canteen,seriously love design restaurant young relax classic time food drink main ordered fish batter improve sauce creative bt match nicer sweet potato seriously love design restaurant young relax classic time food drink main ordered fish batter improve sauce creative bt match nicer sweet potato fry fish vice versa mashed potato perhaps contain milk thing savoured small portion salad come free tea main ordered sweet potato fry quite small portion compare price paid maybe dessert menu fantastic bt experience wow next visit
Awesome Canteen,delicious food price bit higher average
Awesome Canteen,nice place food portion pretty big mean share small eater worth price sadly need spend want use card
Awesome Canteen,dude behind till cheerful knew offer unsure menu coffee top sweet potato fry definite must try ambience creative enjoyed inspecting decor green wall situ good job awesome
Awesome Canteen,paleo dish delicious
Awesome Canteen,pasta ordered bit overcooked soft tasty coffee ambience nice though staff friendly quite arrogant nice place improved overall bad
Awesome Canteen,nice place hang bit pricey noise echo around restaurant hard hear one another without talking loudly
Awesome Canteen,awesome food friendly staff especially gorgeous bos dora definitely back
Awesome Canteen,nice vibe
Awesome Canteen,great food awesome service time food drink always consistent
Awesome Canteen,part suburban evolution antipodean style cafe coffee attention spent food try balance value wholesomeness lot potential create true scratch menu need part suburban evolution antipodean style cafe coffee attention spent food try balance value wholesomeness lot potential create true scratch menu need completeness truly awesome ie japanese sweet potato fry hand cut seasoned hash brown instant frozen upping house made roesti would kept theme recommended chicken patty anything house made
Awesome Canteen,good ambience nice food ordered fish mash portion really small really meal got drive mcdonald please put heavier carb fill tummy
Awesome Canteen,nice service food overall
Awesome Canteen,dine late lunch would recommend people order beef paleo cost rm please order awesome fish mash portion small small glass iced tea two onion ring little veg small scoop mashed potato palm sized red snapper fresh rm
Awesome Canteen,awesome canteen way awesome like awemazing great food price ambience rocket science mathematics equation awesome canteen way awesome like awemazing great food price ambience rocket science mathematics equation come neighborhood chick sight seeing ya hip place
Awesome Canteen,food impressive slighty pricier side improvise service call someone clean table waited minute place order told order placed counter first timer
Awesome Canteen,quick eat cafe food drink selection wide variety quick eat cafe food drink selection wide variety food taste ok drink sweet probably much sugar environment nice quite noisy waitress chat
Awesome Canteen,hearing lot good thing restaurant never got chance personally dine attempt couple time closed saw grab decided order like packaging hearing lot good thing restaurant never got chance personally dine attempt couple time closed saw grab decided order like packaging well planned ordered item saba curry risotto set premium gyoza starter starter apparently sold receive saba hit miss aspect fish liked aspect portion size ok ok u large eater gon na fill u surprised took first spoon pleasantly surprised exploding egg yolk carefully hidden vege awesome added creaminess dish saba look appetizing nice crispy skin fresh real complaint gripe dish curry risotto sadly seasoned get much curry flavour coming accompanying tea refreshing nice fair gon na give average rating till actually get dine proper rating update later
Awesome Canteen,hyped awesome everyday canteen seriously lousy food overpriced item casual brightly lit environment make hispter place looked cool somehow hyped awesome everyday canteen seriously lousy food overpriced item casual brightly lit environment make hispter place looked cool somehow terrible small fish served risotto long waiting hour rosemary grilled chicken bad wasting money awesome experience put elsewhere canteen sure
Awesome Canteen,portion small price paid u agree
Awesome Canteen,even though name restaurant sound cheap food good price everage eat everyday without hurting wallet nice staff clean quite long list menu always something try
Awesome Canteen,order mushroom melt beef burger ginger ale burger damn good way expectation
Awesome Canteen,nice ambience nice coffee n good amount selection food liked cabonara
Awesome Canteen,ambience deco deserves mention appeares another hipster hang expecting great coffee apart deliciouse cake displayed counter menu full surprise ambience deco deserves mention appeares another hipster hang expecting great coffee apart deliciouse cake displayed counter menu full surprise paleo inspired dish rosemary chicken also paleo burger without bun course back soon lunch
Awesome Canteen,brunch amazing cafe friendly service nice food delicious coffee superb environment ambience brunch amazing cafe friendly service nice food delicious coffee superb environment ambience complaint five star beef bacon burger tad disappointing extra cheese much extra cheese beef bacon tough hard chew would still come back yes co nice people nice service must always supported p one cafe monocle magazine one best magazine market monoclemagazine
Awesome Canteen,nice ambiance good food paleo keto option menu
Awesome Canteen,strength hip casual social hangout meetup place group nice healthy paleo style food coffee ok cake great nice trendy ambience walk away paramount lrt good quality food variety brunch lunch dinner arty strength hip casual social hangout meetup place group nice healthy paleo style food coffee ok cake great nice trendy ambience walk away paramount lrt good quality food variety brunch lunch dinner arty designy local type patron con closed mon parking tricky time nice ambience study seating arrangement allow much power port laptop burger quite horrible though quite pricey
Awesome Canteen,nice cafe chill
Awesome Canteen,nothing special restaurant food spaghetti overcooked service bad worth price
Awesome Canteen,quite charming place good casual get together food style fusion
Awesome Canteen,food great friendly staff paleo chicken suit diet plan
Awesome Canteen,happy welcome girl staff clear recommendation different type coffee feel wrlcone next door cafe good place catch friend hang chit chatting today came happy welcome girl staff clear recommendation different type coffee feel wrlcone next door cafe good place catch friend hang chit chatting today came heavy lunch oy order coffee cake nice next time try food definitely come back
Awesome Canteen,came snack courteous staff food came slow meal time prepared wait guess
Awesome Canteen,food sooooo nice
Awesome Canteen,coffee nice
Awesome Canteen,average taste pricing service friendly staff
Awesome Canteen,place truly life name st time dining food pandemic place truly life name st time dining food pandemic impressed food business philosophy supported white flag movement continued give back toughest time lot less fortunate people small business support always loved paleo meal reduces carb minimal food freshly made ingredient allowed shine place food people shine
Awesome Canteen,food good feel overpriced customer service ok ok ask table cleaned
Awesome Canteen,classic chicken burger awesome avocado smoothy taste wonderful salted chocolate cake bad frosting would lovely quite loud night went almost like kopitiam fancy first intimidated classic chicken burger awesome avocado smoothy taste wonderful salted chocolate cake bad frosting would lovely quite loud night went almost like kopitiam fancy first intimidated loud chatter made people talking cafe got pretty comfortable friend started contribute loud environment waiting food wonderful place catch friend served good food staff friendly would definitely go
Boon Signature Roast Pork,taste deliciousvalue money average rm small portion meatsservice average taste deliciousvalue money average rm small portion meatsservice averagei tried pork definitely yummy juicy portion small
Boon Signature Roast Pork,bad order share get braised pork n peanut rice meat melt mouth better
Boon Signature Roast Pork,despite exceptional char siew roast pork chicken service horrible staff worked sense urgency care address long line people standing outside waiting minute despite exceptional char siew roast pork chicken service horrible staff worked sense urgency care address long line people standing outside waiting minute dine take away slow performed like sunday stroll number u wanting take away wasted time standing minute rudely told fill takeaway form available table nobody cared inform u avoid frustration visit lunch time opt delivery instead
Boon Signature Roast Pork,absolutely delicious thick succulent roast pork char siew favorite pj far
Boon Signature Roast Pork,overrated understand people queue much get roasted pork outside half price besides expect get seat less half hour food take half hour served well horrible rushing lunch hour btw food incredibly incredibly salty
Boon Signature Roast Pork,delicious roast pork roast chicken also excellent bbq pork good albeit bit sweet taste
Boon Signature Roast Pork,wonder called signature roast pork lunch place already jam packed ard noon ordered roast pork char siu visit roast pork best two crackling really like eating wonder called signature roast pork lunch place already jam packed ard noon ordered roast pork char siu visit roast pork best two crackling really like eating keropok accompanying rice also worth mentioning really good quality rice cooked perfection unfortunately char siu overly sweet taste free soup also great really gao tasty parking problem wishing come must earlier road filled double parked vehicle arrived
Boon Signature Roast Pork,average place char siew n siew yoke expected alright nothing mind blowing decent pricing went queue lunch time overall alright place eat think go back though unless someone else suggested
Boon Signature Roast Pork,ordered triple meat rice roasted pork ok better elsewhere chicken meh redeemer charsiew best lot best pj far bit pricy well probably purposely come
Boon Signature Roast Pork,roast pork crunchy well balanced fat downside salty drink sip water bite noodle tried iberico pork well one amazing chinese tea pricey cleanliness atmosphere good
Boon Signature Roast Pork,loveeeeeeeeee place use japanese rice rice set char siew absolute bomb would definitely return try dish however one toilet cubicle good loveeeeeeeeee place use japanese rice rice set char siew absolute bomb would definitely return try dish however one toilet cubicle good condition staff friendly helpful place would better air conditioning
Boon Signature Roast Pork,roast pork iberico roast pork char siew must try roast pork fat skin crispy easy enough bite easily roast pork iberico roast pork char siew must try roast pork fat skin crispy easy enough bite easily price fair enough would come back
Boon Signature Roast Pork,ordered roast pork noodle crispness pork skin outstanding best part meat still tender juicy noodle nice springy one nicer noodle town
Boon Signature Roast Pork,pleasant place love springy wanton noodle roast pork crispy char siew tender juicy soup foc love variety chilly chilly oil chilly sauce delicious
Boon Signature Roast Pork,roast pork indeed crunchy skin char siew sweet nice char price reasonable average rm per plate rice tasty noodle dry curry intense spice taste set back plate rice roast pork indeed crunchy skin char siew sweet nice char price reasonable average rm per plate rice tasty noodle dry curry intense spice taste set back plate rice swimming oil chinese iced tea rm per cup quite pricey even pj price felt overall little mediocre although expect crowd
Boon Signature Roast Pork,best roast pork kl skin crispy meat juicy tasty best roast pork kl skin crispy meat juicy tasty portion bit small might want order side dish extra noodle rice
Boon Signature Roast Pork,best roast pork period
Boon Signature Roast Pork,roasted pork signature dish tasty crispy skin meat part leaner side good like fatty texture char siew good
Boon Signature Roast Pork,roasted pork great taste price high side
Boon Signature Roast Pork,personally roast pork wonderful roast chicken definitely part asian cuisine chicken oven roasted note dryness texture meat typical western styled roasting whilst personally roast pork wonderful roast chicken definitely part asian cuisine chicken oven roasted note dryness texture meat typical western styled roasting whilst asian style certain amount smoothness texture due method cooking use calrose rice matter personal preference type rice sticky texture bit pricey price chinese tea definitely higher average
Boon Signature Roast Pork,oh succulent crispy pork char siew siu yoke san yuk wish ala carte would provide mix veggie option especially dark leafy veggie like come noodle tofu oh succulent crispy pork char siew siu yoke san yuk wish ala carte would provide mix veggie option especially dark leafy veggie like come noodle tofu would available ala carte order nevertheless love pork meat
Boon Signature Roast Pork,best place get juicy char siew roasted pork well always packed people peak hour especially weekend
Boon Signature Roast Pork,fantastic roast pork wantan noodle alright nothing shout disappointment due high expectation told place come great wantan noodle still give star tho
Boon Signature Roast Pork,tasted good roast pork try boon signature roast pork juicy tender flavorful absolutely leaf wanting
Boon Signature Roast Pork,order braised pork rice wanton mee roasted chicken star siew yoke roasted chicken ordinary one surprisingly something similar like ayamas roasted chicken type roasted pork great order braised pork rice wanton mee roasted chicken star siew yoke roasted chicken ordinary one surprisingly something similar like ayamas roasted chicken type roasted pork great special texture crunchy skin tender meat portion quite generous meat mixed option yeah look char siew plate reasonable price mee really towards sweet side service abit slow unless proactive customer get menu wrote order waiter came u
Boon Signature Roast Pork,nice roast meat highly recommended free flow soup also choose rice noodle noodle look nice picture taste normal
Boon Signature Roast Pork,japanese rice herb roasted chicken portion big full order extra rice taste best average pj
Boon Signature Roast Pork,roasted pork crispy bit salty think overpriced got roasted pork crispy bit salty think overpriced got rm g roasted pork
Boon Signature Roast Pork,definitely pricier usual hawker stall worth eating type rice use roast pork guaranteed crunchy make different usual roast pork herb used give nice smell
Boon Signature Roast Pork,char siew siew yuk amazingly delicious roasted chicken okay ordered plain wantan noodle good complement price little tiny bit average
Boon Signature Roast Pork,roast pork today crispy enough roast chicken good
Boon Signature Roast Pork,garlic chili nice char siew tasty different others siew yok except crispy skin nothing special wanton mee sauce normal overall average overrated
Boon Signature Roast Pork,technical evaluation report ya eating nothing meat meat seems like smoke meat going roast never type roast pork smoke meat technical evaluation report ya eating nothing meat meat seems like smoke meat going roast never type roast pork smoke meat fat fat part could fat much personal preference roast skin lard roast skin good like pork lard crispy pork lard sauce chili sauce pure chili vinegar think traditional chicken rice chili sauce type packing kg roast pork come one piece fmco delivery heat retain within meat better crispy skin lard face copping small piece convenience also make piece side side way juice bottom container made crispy skin soft let customer choose whole piece cube prefer reheat whole piece oven overall rating google star improve packing give customer choose piece cube give star suggestion make small piece face container satay stick string together ya work customer happier
Boon Signature Roast Pork,long decided give place try ordered char siew siew yoke noodle pretty good noodle springy tasty soy sauce gravy slightly sweet siew yoke roast pork crispy succulent long decided give place try ordered char siew siew yoke noodle pretty good noodle springy tasty soy sauce gravy slightly sweet siew yoke roast pork crispy succulent char siew good ratio juicy fat ordered new pork rib delicious zesty pepper taste deep fried wonton ok nothing great shout enjoyed sugar free ipoh white coffee thick rich quite satisfying back
Boon Signature Roast Pork,signature roast pork classic skin super crispy loved
Boon Signature Roast Pork,good food queue place order food served fast crispy roasted pork recommended
Boon Signature Roast Pork,pork roasted rice taste yummy delicious hahaha omg taste yummy pork skin crunchy rice tasty chilli sauce wow taste wonderful price also expensive haha dine pork roasted rice taste yummy delicious hahaha omg taste yummy pork skin crunchy rice tasty chilli sauce wow taste wonderful price also expensive haha dine today dinner omg sure come visit restaurant haha recommend pork lover
Boon Signature Roast Pork,roast pork good pork skin nice puffy soup tasty nice air conditioned restaurant
Boon Signature Roast Pork,awesome roast pork chicken pork perfectly balanced ratio meat fat right money case leaning towards lean fat use japanese rice add lovely touch texture dish compared awesome roast pork chicken pork perfectly balanced ratio meat fat right money case leaning towards lean fat use japanese rice add lovely touch texture dish compared place prepared pay abit though price tad higher average price imo definitely worth money
Boon Signature Roast Pork,tried roast pork fried chicken option remember fried chicken past good got chicken thigh really nice juicy requested less sugar white coffee great well tried roast pork fried chicken option remember fried chicken past good got chicken thigh really nice juicy requested less sugar white coffee great well star serve toast bread doubt perfect place breakfast lunch
Boon Signature Roast Pork,love food delicious price reasonable pj area strictly served non halal menu love food delicious price reasonable pj area strictly served non halal menu must eat siew yuk yesterday tried chicken also bad lot seat quite wait weekend peak meal hour time like pm pmparking little difficult parking slot limited suggest may part atrium shopping mall walk boon signature restaurant
Boon Signature Roast Pork,good variety standard roasted meat char siew done right balanced amount meat fat outer part nicely caramlised roast pork slightly peppery side marinated herb taste clean preference price must say reasonable portion
Boon Signature Roast Pork,nothing exciting really queue long else really worth steep price owner unfriendly face taking payment weak lighting combined harsh outdoor lighting make place feel like cave
Boon Signature Roast Pork,nice roast pork place also roast chicken others noodle rice quite busy efficient staff keep customer flowing clean place comfortable sit enjoy quality good price ok
Boon Signature Roast Pork,put high expectation pork rib end char siew nice roasted pork best ever eat consider normal
Boon Signature Roast Pork,famous roast pork given try also compare famous toast n roast finding quite surprising indeed boon roast pork marvel crispy skin meat right amount saltiness hint famous roast pork given try also compare famous toast n roast finding quite surprising indeed boon roast pork marvel crispy skin meat right amount saltiness hint roast pork fragrance char siew signature turn better normal char siew shop good tnr come nd put tnr second tnr nice char siew relies sauce roast port disappointing boon much better work remarkable roast pork good char siew without relying sauce also boon wantan noodle good crispy noodle tasty sauce rare find soup though come noodle bland parking limited
Boon Signature Roast Pork,menu recently change roasted chicken bit upset
Boon Signature Roast Pork,roast pork crackling light crunchy pork fatty perfect palate charsiew good melt mouth tender sticky charred right
Boon Signature Roast Pork,roasted pork heavily seasoned black pepper totally covered taste meat luckily rice delicious like black pepper seasoned food place
Boon Signature Roast Pork,char siew roast chicken rice delicious
Boon Signature Roast Pork,really good roast pork char siew spicy sour mustard soup good well although chillie sauce good sweet liking overall good meal good system self writing name wait turn
