Author,Review,Rating,Restaurant,Location
Matty Liew,"It's not as good as it's used to be. Disappointing. The carbonara was bland, the beef bacon tasteless. The pizza was lacking conviction, the truffle fries, well it's frozen fries quality. The restaurant is seriously understaffed and needs a revamp of it's menu. It just lacks emotion in the food. It's just riding on past fame.","Rated 3.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Melissa Anne Kraal,"Cosy dining experience. Lots of wait staff, very attentive and courteous. Food served fast and hot. Prices are steep, but portions are generous.","Rated 4.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Gong Lì húa,"The foods are okay, very delicious. I like the pizza. The price also not bad,  very reasonable. Overall, the foods and the prices are okay. Just the service. I think they  need to improve the service. THE WAITING TIME IS QUIET TOO LONG. The staffs are very helpful but less friendly. I hope this can help the cafe to improve the service.","Rated 3.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
TK Y,"Beef Ragu Linguine 200%❤❤❤Halibut Fish & Chips 100% ❤❤❤All taste super nice, portion for me is enough for 2 to share.","Rated 5.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Wini Yeo,"Visited for the first time as friend commented it had decent food and good environment.Unfortunately it is one of the worst dining experiences I’ve had in KL. …MoreVisited for the first time as friend commented it had decent food and good environment.Unfortunately it is one of the worst dining experiences I’ve had in KL.Ordered pizza, wagyu burger, chicken burger and a pasta. Points for serving water within the first 5 minutes but it went downhill from there…Pizza arrived first after about 25 mins - we had to ask for plates and cutleries and was given  one less napkin… it was not easy to get the servers’ attention so as every Malaysian knows … self-service is the way to go…Drinks arrived 5 minutes after the pizza … yep food b4 drinks and the latte was meh. It tasted more like coffee flavoured milk.  However, it has decent latte fern art.The chicken burger arrived 10 mins later… and pizza was almost gone by then as we’d decided to share since everyone was really hungry by then. Then chicken burger was ordered later after server informed that the waffle was not available. So we thought the last two main meal should be ready soon.After 20 mins… Still no pasta nor burger. Asked the waiter to check…. Nothing after 5 minutes and was not given any response. Asked another waitress to check. No news after 3 minutes. That’s when we decided we’ve had enough.Went up to the counter to ask for the check as it’s ridiculous as diners who arrived later than us were getting their food but not us.Only then we we were offered a wagyu burger and a server explained that the kitchen didn’t get our order and were preparing the pasta. Found out also the burger was for actually for another table which they’d decided to give it to us first while they make us the pasta.  We couldn’t be bothered as the dining experience was already ruined.Pizza was decent and so was the chicken burger but disappointed that it did not come with fries(and I want to point out menu does not state fries).  For a $55 pizza and a $35 burger I expect better service. Will I return…? The food is not worth the poor service by a long shot.","Rated 1.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
shahira shariff,Food was super delicious and it had such a beautiful ambience. The staff were very friendly. Although food was on the pricy side but portion was huge. Definitely recommend!,"Rated 5.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
anna tan,Ambience was great but food was a big letdown. My guest had duck fettucini but complained it tasted weird as black beans were found. Waiter's feedback was chef had created his own with oyster n black sauces!! The food was left unfinished …MoreAmbience was great but food was a big letdown. My guest had duck fettucini but complained it tasted weird as black beans were found. Waiter's feedback was chef had created his own with oyster n black sauces!! The food was left unfinished with a cappuccino as replacement. I can only say its 'pedestrian' grade with our luncheon spirit dampened.,"Rated 1.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Aiman Ishikawa,Great ambience in a tropical setting. Food was generously portioned and decently priced. Staffs were attentive and courteous. Gonna come again!,"Rated 5.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Angela,"3.5 stars. Been there twice..had dinner the first time and brunch last weekend. Nice ambience and some of the dishes quite good. Prefer going daytime...at night a bit too dark...we could hardly read the menus 😅 Decent coffee, like their …More3.5 stars. Been there twice..had dinner the first time and brunch last weekend. Nice ambience and some of the dishes quite good. Prefer going daytime...at night a bit too dark...we could hardly read the menus 😅 Decent coffee, like their truffle fries and desserts. The burger was ok...expected to be more tasty since it was RM35. Oh well...hard to find a really good juicy burger in KL. The salads we've had were nice and fresh but a bit stingy on the portion. Do not order the eggs benedict with salmon! It's just a mountain of tater tots on top on an over fried potato patty (worst rosti ever tried) and blandest hollaindaise sauce. Oh its pork free...hence my 3.5 rating...i like real bacon, ham & sausage. We went early for brunch so ok...gets crowded closer to lunch and you'll need reservations for dinner.","Rated 3.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Mieza Apple,The ambience is nice for dine in.. Nice view decorated.. The dish is so-so.. What i like is only their garlic fries..,"Rated 4.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Meng Yang Ng,Reasonably decent western fare although nothing really out of this world. Good ambience and great for big groups albeit reservations are probably recommended.,"Rated 4.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Jeff Tung,"Nice ambient, drinks are good. Didn't get to try the food, will check them out next time.","Rated 4.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
izzah hatta,"The ambience is perfect..love the songs they played and the deco is marvelous! Food was just perfect but the portion is rather big for me...if you come in group,do consider to share your main with others...😁 the price is average of normal …MoreThe ambience is perfect..love the songs they played and the deco is marvelous! Food was just perfect but the portion is rather big for me...if you come in group,do consider to share your main with others...😁 the price is average of normal cafe restaurant...Frankly, it was a good place to be with yoyr friends and family....will definitely come back in near future..","Rated 5.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Jeffrey Wong,I love this place! From the deco to the food! Everything in here is perfect!!,"Rated 5.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Premjit Singh,"This eatery has both indoor and outdoor seating. Nestled in the heart of Bangsar,it offers both Asian and English cuisine. A must try is the Malaysian Curry Laksa,mind blowing!","Rated 5.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Fais hashim,I enjoy the food! Visited this place a few times and their food quality maintains above average. Great flavours and cozy ambience.,"Rated 3.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Jocelyn ying,"The environment very nice. And the service good. Just we enter is lunch hour, it will quite full of people, and for lunch there is no reservations can make, so better go early if want to have some good seta location. As for the food, is …MoreThe environment very nice. And the service good. Just we enter is lunch hour, it will quite full of people, and for lunch there is no reservations can make, so better go early if want to have some good seta location. As for the food, is really nice, especially the French fries! Don't be surprised, but is really the best. The pizza and spaghetti we ordered also in good taste. Definitely will go for next time.","Rated 5.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
JKwon,Must try the donut churros stack ! Lovely environment. Alot of greens indoor and sunlight. Food's great but the price is on the high end.,"Rated 4.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Gong Hu,"Really recommend this restaurant. Went here with my friends for the sec time and they have improvement. Especially the service. Well improvement. The foods are so delicious. Everything is delicious. I love their pizza so muchhhhh, one of …MoreReally recommend this restaurant. Went here with my friends for the sec time and they have improvement. Especially the service. Well improvement. The foods are so delicious. Everything is delicious. I love their pizza so muchhhhh, one of the food that you should order. The pizza is well cooked and very juicy. The place is very cozy and comfy for you to hangout with your friends. The decoration of this place also very nice! The hygiene also is well managed. For me, the price is a bit pricey but really worth it.","Rated 4.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Damayanthy Varatharasan,"Had carbonara pizza which was so bland and tasteless, even it doesn’t look nice also, had truffle fries which was truly bad, the worst truffles fries I’ve ever had, the doughnut churros is the only thing we ordered were good but too sweet, extremely sweet, really need to improve.","Rated 1.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
KK Chen,Awesome lunch experience! The fries and fish and chips are fried really well. Not oily yet super crunchy! The truflle fries are so aromatic. Recommended!,"Rated 5.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Saastra Rubanee,"Sadly it was a bad experience for me. Dined in on Wednesday night, ordered the duck pasta ( don't remember the full name) and it was overly salty. Returned it back. They removed this from the bill. …MoreSadly it was a bad experience for me. Dined in on Wednesday night, ordered the duck pasta ( don't remember the full name) and it was overly salty. Returned it back. They removed this from the bill.Dessert was equally disappointing.For the price that we paid, was expecting more.Definitely not a good experience for me.","Rated 2.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Reshvin Singh,I would have to applaud the the team which they have. Great service. We started of with the starters but the portion was huge. We had to skip the mains and proceeded to the desserts. Overall prices were very reasonable for the portion. And …MoreI would have to applaud the the team which they have. Great service. We started of with the starters but the portion was huge. We had to skip the mains and proceeded to the desserts. Overall prices were very reasonable for the portion. And the quality of food was good. Overall a decent place. Not forgetting the atmosphere. I would return again on another round this time for the mains.,"Rated 5.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Amy Loke,Food is awesome. Personal fave is the truffle yakiniku don. Portion is big. Best to share and taste a variety. Pizza is always a must. Ask for the sambal to go with the pizza. Amazing.,"Rated 5.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Mark Leo,"Ambience and overall comfort are its strong suit. Food wise is a hit and miss. Amongst the food ordered within the group, the hits were the Laksa, halibut fish and chips and the Truffle fries. The laksa had a nice deep rich taste to the …MoreAmbience and overall comfort are its strong suit. Food wise is a hit and miss. Amongst the food ordered within the group, the hits were the Laksa, halibut fish and chips and the Truffle fries. The laksa had a nice deep rich taste to the broth and the truffle fries were nicely seasoned and it was crispy. The fish and chips were large and the portions were generous.The misses, the Maui pizza, a little soggy for the dough. The big breakfast was a big miss, scrambled eggs were overcooked and under seasoned. Mushrooms and tomatoes as well. Nothing really gelled well together as a whole. Everything was dry and individually spaced out.Dessert we had the churros donut stacks which the dough was undercooked on the inside and the overall taste was overly sweet. Too much caramel overall. Needs to find some semblance of balance overall.","Rated 3.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Ruzz1e xoxo,"Had lunch here. Ordered steak sandwich which was good. The potato crisps not so much, dry and salty. I saw two friends ordered the same thing I had and added another plate of the potato crisps. They didn't finish them. I also ordered their …MoreHad lunch here. Ordered steak sandwich which was good. The potato crisps not so much, dry and salty. I saw two friends ordered the same thing I had and added another plate of the potato crisps. They didn't finish them. I also ordered their set combo drink and soup. Had pumpkin soup which was good and generous, with Apple mint. I think the Apple mint fell short, because it tasted like apple juice with extra syrup which made it too sweet, with mint. They put so much ice in it, which I feel it's not a drink that you want to have. I was expecting something refreshing, but gotten a sugary drink instead. The menu has variety but they are indeed pricey. I don't feel it's value for money for everything which I ordered. The restaurant looks real good and comfy. Instagram-able. Make sure you and your friends have deep pockets before coming here. It's no fun looking at the expensive menu and second guessing what you want to order because what you want is over RM40 per plate. A burger / sandwich is over RM 30 per plate.","Rated 4.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
De Ron,"Nice environment for outdoor sitting but for indoor have to do booking reservations. And review for food not bad, is quite a lot option and good tasting.","Rated 4.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Tarrant Kwok,"Tldr: Expensive, but excellent food.We ordered their taco platter, which was great but seasonal, so it might not be …MoreTldr: Expensive, but excellent food.We ordered their taco platter, which was great but seasonal, so it might not be available anymore. Their mushroom pizza was fantastic and the soup was about as close to sharkskin without the ethical issues.The seafood fry was unfortunately highly overpriced for what you got and thus very disappointing.If you can stomach the bourgeoisie atmosphere of Bangsar South, this is a place worth having a fancy dinner at.","Rated 5.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Wee Li,"Lovely environment, pizza is very big and nice. A bit disappointed for ordering a chicken dish, that comes too simple, like a chicken popcorn.","Rated 4.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
William Yong,"I forgot to post this on the day (a week ago from today's comments), so the details are foggy. But I do remember having enjoyed the food with a group of colleagues. Will need help from the community to name the food in my photos 😂. …MoreI forgot to post this on the day (a week ago from today's comments), so the details are foggy. But I do remember having enjoyed the food with a group of colleagues. Will need help from the community to name the food in my photos 😂.One detail I can offer is the environment. It's a garden feel so it is calming to look at all the greens in the design of the interiors.","Rated 5.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
irfan naveen,lovely place with cozy ambiance & excellent service from the staff!my friends & i enjoyed the truffle fries and will definitely head back to have it again soon!,"Rated 5.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Aaron Tan,"Nice tender Turkey, fish and cheap and beef burger. Sumptuous dinner with red wine before Christmas","Rated 4.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
muhammad haziq mohd hajaraih,"Great food and ambience. Quite pricey, but for a great food, who cares?","Rated 5.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Yoges Verasuntharam,"Beautiful place with greenery scenery. Food: average but MUST TRY: fish and chip, Asam Boi Mojito..the salad and pizza is also good...service: good..but its advisable to reserve your seats before going..you can choose to sit indoor or even outdoor","Rated 4.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Marcus Ng,"Wonderful environment and great foods! First time here, and definitely will revisit","Rated 5.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Lemuel Yee,"Had the Super Food Salad, mac and cheese from the kids menu, jumbo prawn aglio olio, lamb taco, and four cheese pizza. …MoreHad the Super Food Salad, mac and cheese from the kids menu, jumbo prawn aglio olio, lamb taco, and four cheese pizza.The food was honest and very little (or no) artificial flavouring was used, but it is very mildly seasoned for Malaysian taste. Tastiest dish was the mac and cheese. The jumbo prawn aglio olio is not for the faint of heart, it is very spicy. Most Malaysians will have to share it with a friend or risk more pain later!Mainly you are coming here for the ambiance. So take your time to sit and soak it up. I wouldn't expect great tasting food unless you are into salads. The salads were good.","Rated 4.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Alvin Ong,"Food is great, environment is nice in night time. I got a table at the corner, was blocked by some plants. It's a bit hard for us to call the staff, they couldn't see us hiding at the back. Haha …MoreFood is great, environment is nice in night time. I got a table at the corner, was blocked by some plants. It's a bit hard for us to call the staff, they couldn't see us hiding at the back. HahaPerhaps, they should put a bell on each table or keep checking every single table whether the customers need something from them.Drinks: 4/5Foods: 4/5Value for money: 4/5Service: 4/5Environment: 5/5","Rated 4.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Keh Bin Chong,"Still OK. The truffle fries seem to have shrunk slightly (the fries, not the amount), but still tasted pretty good. The laksa was generous with its prawns and was very thick. However didn't feel like the dandelion chiffon was too spectacular, should have gone for other desserts instead.","Rated 4.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
nur fadhlina juhari,Nice place.. Calm and suitable for catching session with friends and coworker.. Food is good and tasty.,"Rated 4.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Eugene Zheng,"Had the opportunity to dine at botanica during mco when the limit was 2 pax. Had the entire place to my friend and myself. Food came out double excellent. Doubt will ever see botanica in this light again. Overall, interesting ambient then. Excellent food as always and  a restaurant which I will always return to.","Rated 5.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
rainie _,"For me, the food taste horrible for every dish I ordered.. probably the best dish is Truffle Fries lol. Very dissappointed as I wanted to visit Botanica for so long..","Rated 2.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
T D,"Can get a little crowded during office lunch hours.Food is good, ambience welcoming, and the desserts are just sinfully delicious - broken cheesecake is highly recommended!","Rated 4.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Zahra Nashath,"Portion sizes are huge and well worth the price paid. Was expecting more from the truffle fries but they were barely seasoned. While the pizzas were nothing extraordinary, the lava cake is brilliant and is enough for 3 people. The service …MorePortion sizes are huge and well worth the price paid. Was expecting more from the truffle fries but they were barely seasoned. While the pizzas were nothing extraordinary, the lava cake is brilliant and is enough for 3 people. The service is the biggest let down which is such a shame considering the great ambiance and decor. Waiters are inattentive and frequently pretend not to notice you calling them over, half our time here was probably spent just trying to signal a waiter!","Rated 3.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
mk goh,"Food was great, the only thing that could improve is the serving time which take longer than usual","Rated 4.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
AP,"Nice ambient, nice food and great service. A great place to chill or even gathering. Worth a visit for sure! Some food standards, a miss. That's why a 4 stars.","Rated 4.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Theresal Pereira,"Dine in today after making reservation through their website. Ordered Crispy Cauliflower (the dip goes well with it), Mushroom Medley soup (creamy) and Garlic Rotisserie Chicken (yum). Cancelled on dessert because too full. Will go back and …MoreDine in today after making reservation through their website. Ordered Crispy Cauliflower (the dip goes well with it), Mushroom Medley soup (creamy) and Garlic Rotisserie Chicken (yum). Cancelled on dessert because too full. Will go back and try the other dishes.By the way, the Assam Boi Mojito was excellent!","Rated 4.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Yves H,Great foodReasonable price,"Rated 5.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Jay Lee이주혁,"From main dish to dessert, from juice to coffee, everything satisfies you. Atmosphere is better than the one at Alila, this place is a good spot for family gathering, friends hang out, and to couples as well. I really enjoy pizzas and salads here, and staffs are well trained and very friendly. Highly recommended.","Rated 5.0 out of 5,",Botanica + Co at Bangsar South,"G5, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
Ooi Min Yeo,"I love Entier’s overall ambience. Always feels cosy and peaceful, with good lighting and nice views. …MoreI love Entier’s overall ambience. Always feels cosy and peaceful, with good lighting and nice views.The bread and butter is absolutely delicious, they are very generous with the butter as well and I would have seconds if I could.Food has become lacking during my recent visit. There were bones in my snapper fillet and that’s really unacceptable for me. I actually swallowed a bone and was in pain for a while.Service needs improvement, they served us wrongly, did not provide serviettes, did not ask our feedback on the food at all.I get the draw of Entier, and that’s really just their price point and ambience. Food standard was never great.","Rated 3.0 out of 5,",Entier French Dining,"Level 41 at Alila Bangsar No 58, Jalan Ang Seng, Brickfields, Kuala Lumpur"
Jisu Kang,"The customer service was great. The mood is awesome. And I’m so curious where Entier gets the bread and the butter from! It was so nice and I want to get them myself😂 …MoreThe customer service was great. The mood is awesome. And I’m so curious where Entier gets the bread and the butter from! It was so nice and I want to get them myself😂Escargot did not look like what I expected but my company liked it anyway. Just for your information, both of us didn’t enjoy the salmon dish because it was fishy for us. I loved the mashed potato and recommend it with meat. Lastly, try the cheese cake too! It’s lovely","Rated 4.0 out of 5,",Entier French Dining,"Level 41 at Alila Bangsar No 58, Jalan Ang Seng, Brickfields, Kuala Lumpur"
Kuria Silas,"Delicious food, impeccable service. We had the lunch set which is super value for money. 100% would recommend","Rated 5.0 out of 5,",Entier French Dining,"Level 41 at Alila Bangsar No 58, Jalan Ang Seng, Brickfields, Kuala Lumpur"
Yong Sen Goh,"Had my birthday lunch on 27/10. Taking 2-course set + a chocolate soufflé as my dessert. Friendly staff that greet us at entrance and lead us to our seat with excellent view. Starter we ordered Prawn & Mango and Duck, main-course we ordered …MoreHad my birthday lunch on 27/10. Taking 2-course set + a chocolate soufflé as my dessert. Friendly staff that greet us at entrance and lead us to our seat with excellent view. Starter we ordered Prawn & Mango and Duck, main-course we ordered Butter Fish and Lamb Belly. The food is wonderful & nicely decorated. However, the chocolate soufflé is a big disappointment due to the center still watering and not set yet, we can tell that because center is not hot enough. I'm curious why the chef never check the food before serve out... Last but not least, they also send me a complimentary birthday cake. :D","Rated 5.0 out of 5,",Entier French Dining,"Level 41 at Alila Bangsar No 58, Jalan Ang Seng, Brickfields, Kuala Lumpur"
Kevin Rethual,"Great presentation, nice location high up, and good food. Not cheap.","Rated 4.0 out of 5,",Entier French Dining,"Level 41 at Alila Bangsar No 58, Jalan Ang Seng, Brickfields, Kuala Lumpur"
Michael Breen,"It’s a shame that I can only give three stars but I would like to break down the experience. …MoreIt’s a shame that I can only give three stars but I would like to break down the experience.1. Food is excellent. 4-5 stars any day of the week2. Value. You get what you pay for with the ingredients. Solid 4/5 again  but here is where is starts to fail.3.  Arrived 2000hrs. Ordered 3 bottles of wine based on the menu online. Got 1 bottle delivered after 20min. 35 min later after a lot of hands in the air for attention (they were a bit busy) was asked if I would like to order some wine. Lost the other orders and turns out they didn’t have the other two ordered some time back. We ordered again.4) 60min after arrival. Manage to order the food after lots of requests.5 ) food starts to arrive. 2 orders of the soup of the day (onion) turn out to be carrot, which was the soup of the day after all6) our wine is a distance away. We are walking over to get to pour ourselves. That I don’t mind but for the fact they place it away from us in the expectation that they will pour for us.General view: Food is excellent. No dish at fault but your service just sucks.","Rated 3.0 out of 5,",Entier French Dining,"Level 41 at Alila Bangsar No 58, Jalan Ang Seng, Brickfields, Kuala Lumpur"
Rac k,"Way below expectation, service was unpleasant. We ordered fine dining courses. Waiters were not well trained to explain each course on the menu and made us unclear / uncomfortable. …MoreWay below expectation, service was unpleasant. We ordered fine dining courses. Waiters were not well trained to explain each course on the menu and made us unclear / uncomfortable.While waiting for the main course to serve, it took them about 30mins to serve. And yet, we initiated to check with the waiter, instead of they inform us upfront after served us the lobster.This is the first and the last time we visited this place and will not recommend to anyone.","Rated 1.0 out of 5,",Entier French Dining,"Level 41 at Alila Bangsar No 58, Jalan Ang Seng, Brickfields, Kuala Lumpur"
lim boon wai,The worst dining experience ever by far !!! And regretting to host in this restaurant for my daughter’s birthday. …MoreThe worst dining experience ever by far !!! And regretting to host in this restaurant for my daughter’s birthday.Restaurant manager doesn't know how to manage customer's expectation with no control of the kitchen and the flow of food serving !Tapas were served without proper introduction as all tapas is covered in a can and it all looks the same !Main course were not served all together and we are there in a group of 8 pax where 2 main courses served while the remaining have to wait for at least the earlier 2 finished their meal before the other main course were served !Food is way way way below subpar and food quality is a shocker!One main course (sea bass) which off the menu recommendation from the restaurant manager were served cold ! which is suppose to be a hot/warm dish.There is no cutlery etiquette during the whole meal and staffs were not bother to get ready the cutlery and cleaning of the table before the main course.very angry and disappointed and will never return.,"Rated 1.0 out of 5,",Entier French Dining,"Level 41 at Alila Bangsar No 58, Jalan Ang Seng, Brickfields, Kuala Lumpur"
G W,One of our favorite brunch place when we have celebrations…. Food is carefully prepared under the supervision of Chef Masashi who is friendly and passionate about food. Service is attentive and pricing is affordable.,"Rated 5.0 out of 5,",Entier French Dining,"Level 41 at Alila Bangsar No 58, Jalan Ang Seng, Brickfields, Kuala Lumpur"
Bryan Ong,"Five words to live by in Entier:More bread and butter please. …MoreFive words to live by in Entier:More bread and butter please.While the main entrees are good in its own right (try the cauliflower and brinjal), the FREAKING great corn bread and Kombu butter is where Entier really stole my heart.","Rated 5.0 out of 5,",Entier French Dining,"Level 41 at Alila Bangsar No 58, Jalan Ang Seng, Brickfields, Kuala Lumpur"
Avocado Queen (EatWithStellie),Good food !Revisited : Oct 2021,"Rated 4.0 out of 5,",Entier French Dining,"Level 41 at Alila Bangsar No 58, Jalan Ang Seng, Brickfields, Kuala Lumpur"
Gis Ph,Absolutely delicious and top atmosphere. I had 3 course set lunch plus a complementary pasta from the chef. Great value for everything and super attended service.,"Rated 5.0 out of 5,",Entier French Dining,"Level 41 at Alila Bangsar No 58, Jalan Ang Seng, Brickfields, Kuala Lumpur"
Old 7 Barber Shop,"The place is nice, they have good service and friendly. I highly recommended to everyone💫","Rated 5.0 out of 5,",Entier French Dining,"Level 41 at Alila Bangsar No 58, Jalan Ang Seng, Brickfields, Kuala Lumpur"
